19.72399339,20.70795994,19.09772896,13.51334735,10.67972938,5.221629188,6.525965805,5.683151962,4.776272898,7.617890595,10.53822769,15.07135153,0.021475187,0.022546515,0.020793319,0.014713129,0.011627928,0.005685231,0.007105373,0.00618773,0.005200334,0.008294244,0.011473863,0.01640946
330.9283406,332.1740326,328.0001954,312.6916402,293.2955234,272.8685471,249.8532703,225.7621229,195.1439891,160.8573929,124.3114455,88.23408656,0.535497662,0.537513401,0.530759431,0.505987616,0.47460144,0.44154716,0.404304575,0.36532105,0.315775765,0.260294291,0.201156807,0.142777578
861.1750764,839.8226095,815.8117354,792.4323738,770.6032498,749.1361407,727.836864,706.201779,682.8799548,658.5435644,634.7303398,612.9907589,79.38785323,77.41946543,75.20601105,73.05077296,71.03844429,69.05948815,67.09600372,65.10156264,62.95162866,60.7081664,58.51293242,56.50885834
42.93161641,47.51486839,52.55702645,55.34473573,56.51477199,56.5185561,54.09097331,50.84231736,45.41180052,38.85478764,32.98843107,26.40071532,0.091960176,0.101777571,0.112577951,0.118549266,0.121055502,0.121063608,0.115863688,0.108905018,0.097272768,0.083227547,0.070661722,0.056550734
19.68399624,23.72915945,11.9887256,14.11994755,8.530947956,6.345962785,5.784963783,5.347310226,6.194297011,7.490703724,10.30359535,12.86315037,0.023559048,0.028400555,0.014348863,0.016899644,0.010210377,0.007595248,0.00692381,0.006399998,0.007413725,0.008965347,0.012331993,0.01539543
21.38237187,25.6048006,14.13155362,15.45496387,4.557896185,3.77554305,2.526754264,1.057838721,0.045515266,-1.007776326,-1.353064717,-2.422098663,0.026426598,0.031645122,0.01746527,0.01910088,0.00563313,0.004666216,0.00312283,0.001307389,5.63E-05,-0.001245517,-0.001672261,-0.002993486
43.02063387,36.76430642,36.19030496,23.48367218,11.08653867,5.785534252,3.831814046,1.311118556,-1.280740986,-0.816636289,-0.889101023,-1.232571014,0.037116427,0.031718726,0.031223501,0.020260743,0.009565008,0.00499152,0.003305931,0.001131179,-0.00110497,-0.00070456,-0.00076708,-0.001063411
10.73494823,21.06973436,12.17318517,2.441053597,-2.899094276,-7.940476551,-14.54511621,-21.08913695,-30.2395533,-42.20048997,-59.16268636,-83.25189466,0.014451016,0.028363348,0.016387121,0.003286062,-0.003902661,-0.010689195,-0.019580133,-0.028389467,-0.040707442,-0.056808841,-0.079642764,-0.112070824
7.603120998,11.01290506,10.09126918,7.442707989,6.429445918,5.540898339,5.982689866,6.27789996,7.293419099,9.930157552,13.74124528,19.34503082,0.017604186,0.025499163,0.023365217,0.017232767,0.014886671,0.012829337,0.013852256,0.014535783,0.016887105,0.022992181,0.031816333,0.044791279
-1.602191528,-0.468605449,-0.583004044,0.438411984,1.414365713,0.163664337,0.637577792,0.614695533,1.071764206,0.827416731,0.99102338,1.313734568,-0.004025548,-0.001177383,-0.001464813,0.001101522,0.003553631,0.000411211,0.001601931,0.001544439,0.002692835,0.002078906,0.002489972,0.003300792
739.4116523,704.3779808,660.792401,616.7506655,575.8752272,535.5291362,495.2374699,454.3914469,410.0976434,363.2813277,316.5548649,273.1692995,135.7136719,129.2834944,121.2836758,113.2001331,105.6977414,98.29250765,90.89726312,83.40027041,75.27046249,66.67766563,58.10136066,50.13825327
-47.33510202,-55.22640545,-59.6219775,-62.94547661,-65.17427904,-65.62362596,-67.12543395,-68.42614568,-69.51015362,-70.24510865,-69.98099262,-69.75585221,-0.242114788,-0.282478095,-0.304961051,-0.32196045,-0.333360573,-0.335658943,-0.343340555,-0.349993579,-0.355538182,-0.359297411,-0.357946481,-0.356794908
6.629809272,1.737907013,0.932887266,1.060344912,1.119794637,-0.376667312,-0.518497587,-0.586113566,-0.945293824,-1.814431403,-2.865608539,-4.247247759,0.018025181,0.004725036,0.002536342,0.002882875,0.003044507,-0.001024086,-0.001409696,-0.00159353,-0.002570073,-0.004933091,-0.00779104,-0.011547453
-234.2228604,-221.596268,-209.7700615,-198.6586126,-184.7169137,-173.9961605,-159.9070927,-145.010621,-129.3468621,-111.5344115,-91.73112139,-72.43395668,-0.490110736,-0.463689624,-0.438943317,-0.415692639,-0.38651967,-0.364086521,-0.334605183,-0.303434354,-0.270657978,-0.233385471,-0.191947137,-0.151567869
167.8889094,155.8480371,145.1167179,135.9414123,127.973041,120.4457481,112.9645634,105.3166917,96.89405524,87.66285928,77.91035137,68.11983216,508.517892,472.047353,439.543313,411.7522751,387.6169143,364.817534,342.1578104,318.9932095,293.4819273,265.5216033,235.98228,206.3278246
-45.95586555,-35.78939166,-26.77220557,-18.09350835,-10.95926501,-5.560986013,-0.565120183,3.194656222,4.105064125,2.920090682,-4.158393839,-10.40298872,-0.043584849,-0.033942897,-0.025390938,-0.017160004,-0.01039384,-0.005274076,-0.000535964,0.003029833,0.00389327,0.002769433,-0.003943848,-0.009866264
19.74182481,178.308401,129.0623681,124.7545173,75.18363008,78.29631295,52.9073069,51.14078826,32.69362562,7.215316386,-11.44033862,-32.84063463,0.001565348,0.014138239,0.010233475,0.009891902,0.00596138,0.006208187,0.00419507,0.004055001,0.002592308,0.000572109,-0.000907115,-0.002603964
